movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
A Thousand Words,Eddie Murphy,35,P/DW,1961-04-03,1.0,2012-03-09,40000000.0,18450127.0,20790486.0
A Time to Kill,Ashley Judd,1,WB,1968-04-19,0.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Chris Cooper,2,WB,1951-07-09,1.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Kevin Spacey,3,WB,1959-07-26,1.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Kiefer Sutherland,3,WB,1966-12-21,1.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Matthew McConaughey,1,WB,1969-11-04,1.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Samuel L. Jackson,8,WB,1948-12-21,1.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Time to Kill,Sandra Bullock,5,WB,1964-07-26,0.0,1996-07-24,40000000.0,108706165.0,152206165.0
A Very Harold & Kumar 3D Christmas,Kal Penn,4,WB,1977-04-23,1.0,2011-11-04,20000000.0,35061031.0,36265745.0
A Very Harold & Kumar 3D Christmas,Neil Patrick Harris,10,WB,1973-06-15,1.0,2011-11-04,20000000.0,35061031.0,36265745.0
A Very Long Engagement,Jodie Foster,-,WIP,1962-11-19,0.0,2004-11-26,55000000.0,6167817.0,69759296.0
A View to a Kill,Christopher Walken,8,MGM,1943-03-31,1.0,1985-05-24,30000000.0,49667091.0,151967091.0
A Walk Among the Tombstones,Dan Stevens,2,Uni.,1982-10-10,1.0,2014-09-19,28000000.0,26017685.0,62108587.0
A Walk Among the Tombstones,Liam Neeson,34,Uni.,1952-06-07,1.0,2014-09-19,28000000.0,26017685.0,62108587.0
A Walk on the Moon,Anna Paquin,14,Mira.,1982-07-24,0.0,1999-03-26,14000000.0,4741987.0,4741987.0
A Walk on the Moon,Diane Lane,24,Mira.,1965-01-22,0.0,1999-03-26,14000000.0,4741987.0,4741987.0
A Walk on the Moon,Viggo Mortensen,18,Mira.,1958-10-20,1.0,1999-03-26,14000000.0,4741987.0,4741987.0
A Walk to Remember,Mandy Moore,3,WB,1984-04-10,0.0,2002-01-25,11000000.0,41227069.0,46060915.0
Abandon,Benjamin Bratt,8,Par.,1963-12-16,1.0,2002-10-18,25000000.0,10719367.0,12219367.0
Abandon,Katie Holmes,13,Par.,1978-12-18,0.0,2002-10-18,25000000.0,10719367.0,12219367.0
Abandon,Zooey Deschanel,14,Par.,1980-01-17,0.0,2002-10-18,25000000.0,10719367.0,12219367.0
Abduction,Alfred Molina,10,LGF,1953-05-24,1.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Elisabeth Rohm,-,LGF,1973-04-28,0.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Lily Collins,5,LGF,1989-03-18,0.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Maria Bello,12,LGF,1967-04-18,0.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Michael Nyqvist,3,LGF,1960-11-08,1.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Sigourney Weaver,21,LGF,1949-10-08,0.0,2011-09-23,35000000.0,28087155.0,86648359.0
Abduction,Taylor Lautner,8,LGF,1992-02-11,1.0,2011-09-23,35000000.0,28087155.0,86648359.0
Aberdeen,Lena Headey,16,FRun,1973-10-03,0.0,2001-08-17,6500000.0,64148.0,64148.0
Aberdeen,Stellan Skarsgard,35,FRun,1951-06-13,1.0,2001-08-17,6500000.0,64148.0,64148.0
About Last Night,Kevin Hart,9,SGem,1979-07-06,1.0,2014-02-14,13000000.0,48637684.0,50445860.0
About Last Night,Michael Ealy,9,SGem,1973-08-03,1.0,2014-02-14,13000000.0,48637684.0,50445860.0
About Last Night,Paula Patton,5,SGem,1975-12-05,0.0,2014-02-14,13000000.0,48637684.0,50445860.0
About Last Night,Regina Hall,8,SGem,1970-12-12,0.0,2014-02-14,13000000.0,48637684.0,50445860.0
About Schmidt,Jack Nicholson,15,NL,1937-04-22,1.0,2002-12-13,30000000.0,65005217.0,107054484.0
About Schmidt,Kathy Bates,10,NL,1948-06-28,0.0,2002-12-13,30000000.0,65005217.0,107054484.0
About Time,Rachel McAdams,18,Uni.,1978-11-17,0.0,2013-11-01,12000000.0,15323921.0,89177486.0
About a Boy,Hugh Grant,9,Uni.,1960-09-09,1.0,2002-05-17,27000000.0,40803000.0,130759651.0
About a Boy,Nicholas Hoult,6,Uni.,1989-12-07,1.0,2002-05-17,27000000.0,40803000.0,130759651.0
About a Boy,Rachel Weisz,9,Uni.,1970-03-07,0.0,2002-05-17,27000000.0,40803000.0,130759651.0
About a Boy,Toni Collette,6,Uni.,1972-11-01,0.0,2002-05-17,27000000.0,40803000.0,130759651.0
Abraham Lincoln: Vampire Hunter,Anthony Mackie,12,Fox,1978-09-23,1.0,2012-06-22,67500000.0,37519139.0,137489730.0
Abraham Lincoln: Vampire Hunter,Dominic Cooper,5,Fox,1978-06-02,1.0,2012-06-22,67500000.0,37519139.0,137489730.0
Abraham Lincoln: Vampire Hunter,Mary Elizabeth Winstead,5,Fox,1984-11-28,0.0,2012-06-22,67500000.0,37519139.0,137489730.0
Abraham Lincoln: Vampire Hunter,Rufus Sewell,8,Fox,1967-10-29,1.0,2012-06-22,67500000.0,37519139.0,137489730.0
Absolute Power,Clint Eastwood,25,Sony,1930-05-31,1.0,1997-02-14,50000000.0,50007168.0,50007168.0
Absolute Power,Ed Harris,9,Sony,1950-11-28,1.0,1997-02-14,50000000.0,50007168.0,50007168.0
Absolute Power,Laura Linney,6,Sony,1964-02-05,0.0,1997-02-14,50000000.0,50007168.0,50007168.0
Ace Ventura: Pet Detective,Courteney Cox,3,WB,1964-06-15,0.0,1994-02-04,12000000.0,71602138.0,106602138.0
Ace Ventura: Pet Detective,Jim Carrey,12,WB,1962-01-17,1.0,1994-02-04,12000000.0,71602138.0,106602138.0
Ace Ventura: When Nature Calls,Jim Carrey,8,WB,1962-01-17,1.0,1995-11-10,30000000.0,108344348.0,212384285.0
Ace Ventura: When Nature Calls,Sophie Okonedo,-,WB,1968-08-11,0.0,1995-11-10,30000000.0,108344348.0,212384285.0
Across the Universe,Jim Sturgess,4,SonR,1978-05-16,1.0,2007-09-14,45000000.0,24343673.0,29367143.0
Action Jackson,Craig T. Nelson,14,Lori,1944-04-04,1.0,1988-02-12,7000000.0,20257000.0,20257000.0
Action Jackson,Sharon Stone,10,Lori,1958-03-10,0.0,1988-02-12,7000000.0,20257000.0,20257000.0
Adam,Rose Byrne,18,FoxS,1979-07-24,0.0,2009-07-29,3200000.0,2277396.0,2828590.0
Addicted,Boris Kodjoe,8,LGF,1973-03-08,1.0,2014-10-10,5000000.0,17390770.0,17499242.0
Addicted,Sharon Leal,5,LGF,1972-10-17,0.0,2014-10-10,5000000.0,17390770.0,17499242.0
Admission,Lily Tomlin,12,Focus,1939-09-01,0.0,2013-03-22,13000000.0,18007317.0,18733666.0
Admission,Michael Sheen,14,Focus,1969-02-05,1.0,2013-03-22,13000000.0,18007317.0,18733666.0
Admission,Paul Rudd,18,Focus,1969-04-06,1.0,2013-03-22,13000000.0,18007317.0,18733666.0
Admission,Tina Fey,10,Focus,1970-05-18,0.0,2013-03-22,13000000.0,18007317.0,18733666.0
Adventureland,Jesse Eisenberg,11,Mira.,1983-10-05,1.0,2009-04-03,9800000.0,16044025.0,17553055.0
Adventureland,Kristen Stewart,14,Mira.,1990-04-09,0.0,2009-04-03,9800000.0,16044025.0,17553055.0
Adventureland,Kristen Wiig,13,Mira.,1973-08-22,0.0,2009-04-03,9800000.0,16044025.0,17553055.0
Adventureland,Ryan Reynolds,19,Mira.,1976-10-23,1.0,2009-04-03,9800000.0,16044025.0,17553055.0
Aeon Flux,Charlize Theron,15,Par.,1975-08-07,0.0,2005-12-02,55000000.0,25857987.0,47953341.0
Aeon Flux,Frances McDormand,14,Par.,1957-06-23,0.0,2005-12-02,55000000.0,25857987.0,47953341.0
Aeon Flux,Sophie Okonedo,2,Par.,1968-08-11,0.0,2005-12-02,55000000.0,25857987.0,47953341.0
After Earth,Jaden Smith,4,Sony,1998-07-08,1.0,2013-05-31,130000000.0,60522097.0,251499665.0
After Earth,Will Smith,18,Sony,1968-09-25,1.0,2013-05-31,130000000.0,60522097.0,251499665.0
After the Sunset,Don Cheadle,18,NL,1964-11-29,1.0,2004-11-12,57000000.0,28328132.0,38329114.0
After the Sunset,Pierce Brosnan,13,NL,1953-05-16,1.0,2004-11-12,57000000.0,28328132.0,38329114.0
After the Sunset,Woody Harrelson,22,NL,1961-07-23,1.0,2004-11-12,57000000.0,28328132.0,38329114.0
After.Life,Christina Ricci,31,Anch.,1980-02-12,0.0,2010-04-09,4500000.0,108596.0,2481925.0
After.Life,Justin Long,26,Anch.,1978-06-02,1.0,2010-04-09,4500000.0,108596.0,2481925.0
After.Life,Liam Neeson,58,Anch.,1952-06-07,1.0,2010-04-09,4500000.0,108596.0,2481925.0
Against the Ropes,Meg Ryan,24,Par.,1961-11-19,0.0,2004-02-20,39000000.0,5881504.0,6429865.0
Against the Ropes,Omar Epps,13,Par.,1973-07-20,1.0,2004-02-20,39000000.0,5881504.0,6429865.0
Agent Cody Banks,Frankie Muniz,2,MGM,1985-12-05,1.0,2003-03-14,25000000.0,47545060.0,58240458.0
Agent Cody Banks,Hilary Duff,4,MGM,1987-09-28,0.0,2003-03-14,25000000.0,47545060.0,58240458.0
Agent Cody Banks,Martin Donovan,2,MGM,1957-08-19,1.0,2003-03-14,25000000.0,47545060.0,58240458.0
Agent Cody Banks 2: Destination London,Frankie Muniz,5,MGM,1985-12-05,1.0,2004-03-12,26000000.0,23514247.0,28703083.0
Agora,Rachel Weisz,26,NM,1970-03-07,0.0,2010-05-28,70000000.0,619423.0,38992292.0
Air Force One,Gary Oldman,5,Sony,1958-03-21,1.0,1997-07-25,85000000.0,172620724.0,314932668.0
Air Force One,Glenn Close,3,Sony,1947-03-19,0.0,1997-07-25,85000000.0,172620724.0,314932668.0
Air Force One,Harrison Ford,10,Sony,1942-07-13,1.0,1997-07-25,85000000.0,172620724.0,314932668.0
Air Force One,William H. Macy,1,Sony,1950-03-13,1.0,1997-07-25,85000000.0,172620724.0,314932668.0
Airplane!,Leslie Nielsen,1,Par.,1926-02-11,1.0,1980-07-04,3500000.0,83453539.0,83453539.0
Akeelah and the Bee,Angela Bassett,17,LGF,1958-08-16,0.0,2006-04-28,8000000.0,18848430.0,18959424.0
Akeelah and the Bee,Laurence Fishburne,25,LGF,1961-07-30,1.0,2006-04-28,8000000.0,18848430.0,18959424.0
Aladdin,Robin Williams,2,BV,1951-07-21,1.0,1992-11-11,28000000.0,208577270.0,495277270.0
Albino Alligator,Matt Dillon,32,Mira.,1964-02-18,1.0,1997-01-17,5000000.0,326308.0,326308.0
Albino Alligator,Viggo Mortensen,23,Mira.,1958-10-20,1.0,1997-01-17,5000000.0,326308.0,326308.0
Alex Cross,Tyler Perry,14,LG/S,1969-09-13,1.0,2012-10-19,35000000.0,25888412.0,33360324.0
Alex Rider: Operation Stormbreaker,Alex Pettyfer,6,Wein.,1990-04-10,1.0,2006-10-13,40000000.0,659210.0,20722450.0
Alex Rider: Operation Stormbreaker,Alicia Silverstone,10,Wein.,1976-10-04,0.0,2006-10-13,40000000.0,659210.0,20722450.0
Alex Rider: Operation Stormbreaker,Andy Serkis,17,Wein.,1964-04-20,1.0,2006-10-13,40000000.0,659210.0,20722450.0
Alex Rider: Operation Stormbreaker,Ewan McGregor,40,Wein.,1971-03-31,1.0,2006-10-13,40000000.0,659210.0,20722450.0
Alex Rider: Operation Stormbreaker,Mickey Rourke,26,Wein.,1952-09-16,1.0,2006-10-13,40000000.0,659210.0,20722450.0
Alex Rider: Operation Stormbreaker,Sophie Okonedo,6,Wein.,1968-08-11,0.0,2006-10-13,40000000.0,659210.0,20722450.0
Alexander,Angelina Jolie,17,WB,1975-06-04,0.0,2004-11-24,155000000.0,34297191.0,167297191.0
Alexander,Anthony Hopkins,23,WB,1937-12-31,1.0,2004-11-24,155000000.0,34297191.0,167297191.0
Alexander,Colin Farrell,11,WB,1976-05-31,1.0,2004-11-24,155000000.0,34297191.0,167297191.0
Alexander,Jonathan Rhys Meyers,2,WB,1977-07-27,1.0,2004-11-24,155000000.0,34297191.0,167297191.0
Alexander,Rosario Dawson,8,WB,1979-05-09,0.0,2004-11-24,155000000.0,34297191.0,167297191.0
Alexander,Val Kilmer,13,WB,1959-12-31,1.0,2004-11-24,155000000.0,34297191.0,167297191.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Bella Thorne,2,BV,1997-10-08,0.0,2014-10-10,28000000.0,66954149.0,101379287.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Jennifer Coolidge,4,BV,1961-08-28,0.0,2014-10-10,28000000.0,66954149.0,101379287.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Jennifer Garner,7,BV,1972-04-17,0.0,2014-10-10,28000000.0,66954149.0,101379287.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell,17,BV,1962-08-16,1.0,2014-10-10,28000000.0,66954149.0,101379287.0
Alfie,Jude Law,20,Par.,1972-12-29,1.0,2004-11-05,40000000.0,13395939.0,35195939.0
Alfie,Marisa Tomei,21,Par.,1964-12-04,0.0,2004-11-05,40000000.0,13395939.0,35195939.0
Alfie,Nia Long,16,Par.,1970-10-30,0.0,2004-11-05,40000000.0,13395939.0,35195939.0
Alfie,Omar Epps,11,Par.,1973-07-20,1.0,2004-11-05,40000000.0,13395939.0,35195939.0
Alfie,Susan Sarandon,32,Par.,1946-10-04,0.0,2004-11-05,40000000.0,13395939.0,35195939.0
Ali,Jamie Foxx,13,Sony,1967-12-13,1.0,2001-12-25,109000000.0,58183966.0,87683966.0
Ali,Jon Voight,16,Sony,1938-12-29,1.0,2001-12-25,109000000.0,58183966.0,87683966.0
Ali,Will Smith,16,Sony,1968-09-25,1.0,2001-12-25,109000000.0,58183966.0,87683966.0
Alice in Wonderland,Alan Rickman,2,BV,1946-02-21,1.0,2010-03-05,200000000.0,334191110.0,1025491110.0
Alice in Wonderland,Anne Hathaway,2,BV,1982-11-12,0.0,2010-03-05,200000000.0,334191110.0,1025491110.0
Alice in Wonderland,Helena Bonham Carter,2,BV,1966-05-26,0.0,2010-03-05,200000000.0,334191110.0,1025491110.0
Alice in Wonderland,Johnny Depp,4,BV,1963-06-09,1.0,2010-03-05,200000000.0,334191110.0,1025491110.0
Alice in Wonderland,Michael Sheen,1,BV,1969-02-05,1.0,2010-03-05,200000000.0,334191110.0,1025491110.0
Alien,Ian Holm,3,Fox,1931-09-12,1.0,1979-05-25,9000000.0,80930630.0,203630630.0
Alien,Sigourney Weaver,3,Fox,1949-10-08,0.0,1979-05-25,9000000.0,80930630.0,203630630.0
Alien 3,Lance Henriksen,3,Fox,1940-05-05,1.0,1992-05-22,55000000.0,52360659.0,155933485.0
Alien 3,Sigourney Weaver,10,Fox,1949-10-08,0.0,1992-05-22,55000000.0,52360659.0,155933485.0
Aliens,Lance Henriksen,1,Fox,1940-05-05,1.0,1986-07-18,17000000.0,85160248.0,183316455.0
Aliens,Sigourney Weaver,5,Fox,1949-10-08,0.0,1986-07-18,17000000.0,85160248.0,183316455.0
Alive,Ethan Hawke,3,BV,1970-11-06,1.0,1993-01-15,32000000.0,34327309.0,34327309.0
Alive,John Malkovich,-,BV,1953-12-09,1.0,1993-01-15,32000000.0,34327309.0,34327309.0
Alive,Josh Lucas,-,BV,1971-06-20,1.0,1993-01-15,32000000.0,34327309.0,34327309.0
All About Steve,Bradley Cooper,16,Fox,1975-01-05,1.0,2009-09-04,15000000.0,33862903.0,40127259.0
All About Steve,Sandra Bullock,24,Fox,1964-07-26,0.0,2009-09-04,15000000.0,33862903.0,40127259.0
All About Steve,Thomas Haden Church,12,Fox,1960-06-17,1.0,2009-09-04,15000000.0,33862903.0,40127259.0
All About the Benjamins,Eva Mendes,9,NL,1974-03-05,0.0,2002-03-08,14000000.0,25482931.0,25873145.0
All Good Things,Frank Langella,29,Magn.,1938-01-01,1.0,2010-12-03,20000000.0,582024.0,873617.0
All Good Things,Jeffrey Dean Morgan,7,Magn.,1966-04-22,1.0,2010-12-03,20000000.0,582024.0,873617.0
All Good Things,Kirsten Dunst,26,Magn.,1982-04-30,0.0,2010-12-03,20000000.0,582024.0,873617.0
All Good Things,Kristen Wiig,23,Magn.,1973-08-22,0.0,2010-12-03,20000000.0,582024.0,873617.0
All Good Things,Ryan Gosling,15,Magn.,1980-11-12,1.0,2010-12-03,20000000.0,582024.0,873617.0
All or Nothing,Sally Hawkins,-,UA,1976-04-27,0.0,2002-10-25,9000000.0,184255.0,184255.0
All or Nothing,Taraji P. Henson,-,UA,1970-09-11,0.0,2002-10-25,9000000.0,184255.0,184255.0
All the King's Men,Anthony Hopkins,35,Sony,1937-12-31,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,Jackie Earle Haley,12,Sony,1961-07-14,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,James Gandolfini,20,Sony,1961-09-18,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,Jude Law,24,Sony,1972-12-29,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,Kate Winslet,18,Sony,1975-10-05,0.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,Mark Ruffalo,19,Sony,1967-11-22,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the King's Men,Sean Penn,25,Sony,1960-08-17,1.0,2006-09-22,55000000.0,7221458.0,9521458.0
All the Pretty Horses,Jesse Plemons,7,Mira.,1988-04-02,1.0,2000-12-22,45000000.0,15527125.0,18120267.0
All the Pretty Horses,Lucas Black,8,Mira.,1982-11-29,1.0,2000-12-22,45000000.0,15527125.0,18120267.0
All the Pretty Horses,Matt Damon,34,Mira.,1970-10-08,1.0,2000-12-22,45000000.0,15527125.0,18120267.0
All the Pretty Horses,Penelope Cruz,10,Mira.,1974-04-28,0.0,2000-12-22,45000000.0,15527125.0,18120267.0
All the Queen's Men,Matt LeBlanc,3,Strand,1967-07-25,1.0,2002-10-25,15000000.0,22723.0,22723.0
All the Real Girls,Danny McBride,11,SPC,1976-12-29,1.0,2003-02-14,1000000.0,549666.0,703020.0
All the Real Girls,Zooey Deschanel,18,SPC,1980-01-17,0.0,2003-02-14,1000000.0,549666.0,703020.0
Almost Famous,Anna Paquin,8,DW,1982-07-24,0.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Billy Crudup,8,DW,1968-07-08,1.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Frances McDormand,10,DW,1957-06-23,0.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Jay Baruchel,-,DW,1982-04-09,1.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Kate Hudson,8,DW,1979-04-19,0.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Nick Swardson,-,DW,1976-10-09,1.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Philip Seymour Hoffman,14,DW,1967-07-23,1.0,2000-09-15,60000000.0,32522352.0,47371191.0
Almost Famous,Zooey Deschanel,8,DW,1980-01-17,0.0,2000-09-15,60000000.0,32522352.0,47371191.0
Aloft,Cillian Murphy,14,SPC,1976-05-25,1.0,2015-05-22,8000000.0,53086.0,53086.0
Aloft,Jennifer Connelly,28,SPC,1970-12-12,0.0,2015-05-22,8000000.0,53086.0,53086.0
Aloft,Melanie Laurent,6,SPC,1983-02-21,0.0,2015-05-22,8000000.0,53086.0,53086.0
Aloha,Alec Baldwin,35,Sony,1958-04-03,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Bill Murray,26,Sony,1950-09-21,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Bradley Cooper,18,Sony,1975-01-05,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Danny McBride,8,Sony,1976-12-29,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Emma Stone,13,Sony,1988-11-06,0.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Jay Baruchel,11,Sony,1982-04-09,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,John Krasinski,7,Sony,1979-10-20,1.0,2015-05-29,37000000.0,21052030.0,24935799.0
Aloha,Rachel McAdams,16,Sony,1978-11-17,0.0,2015-05-29,37000000.0,21052030.0,24935799.0
Along Came Polly,Alec Baldwin,12,Uni.,1958-04-03,1.0,2004-01-16,42000000.0,88073507.0,173044410.0
Along Came Polly,Ben Stiller,13,Uni.,1965-11-30,1.0,2004-01-16,42000000.0,88073507.0,173044410.0
Along Came Polly,Jennifer Aniston,6,Uni.,1969-02-11,0.0,2004-01-16,42000000.0,88073507.0,173044410.0
Along Came Polly,Kevin Hart,-,Uni.,1979-07-06,1.0,2004-01-16,42000000.0,88073507.0,173044410.0
Along Came Polly,Philip Seymour Hoffman,9,Uni.,1967-07-23,1.0,2004-01-16,42000000.0,88073507.0,173044410.0
Along Came a Spider,Morgan Freeman,19,Par.,1937-06-01,1.0,2001-04-06,28000000.0,74058698.0,105159085.0
Alvin and the Chipmunks,Justin Long,1,Fox,1978-06-02,1.0,2007-12-14,55000000.0,217326974.0,362605033.0
Alvin and the Chipmunks: Chipwrecked,Anna Faris,4,Fox,1976-11-29,0.0,2011-12-16,80000000.0,133107389.0,349088523.0
Alvin and the Chipmunks: Chipwrecked,Christina Applegate,2,Fox,1971-11-25,0.0,2011-12-16,80000000.0,133107389.0,349088523.0
Alvin and the Chipmunks: Chipwrecked,Justin Long,6,Fox,1978-06-02,1.0,2011-12-16,80000000.0,133107389.0,349088523.0
Alvin and the Chipmunks: The Road Chip,Anna Faris,10,Fox,1976-11-29,0.0,2015-12-18,90000000.0,85825210.0,233388254.0
Alvin and the Chipmunks: The Road Chip,Bella Thorne,1,Fox,1997-10-08,0.0,2015-12-18,90000000.0,85825210.0,233388254.0
Alvin and the Chipmunks: The Road Chip,Christina Applegate,5,Fox,1971-11-25,0.0,2015-12-18,90000000.0,85825210.0,233388254.0
Alvin and the Chipmunks: The Road Chip,Justin Long,10,Fox,1978-06-02,1.0,2015-12-18,90000000.0,85825210.0,233388254.0
Alvin and the Chipmunks: The Road Chip,Kaley Cuoco,2,Fox,1985-11-30,0.0,2015-12-18,90000000.0,85825210.0,233388254.0
Alvin and the Chipmunks: The Squeakquel,Anna Faris,2,Fox,1976-11-29,0.0,2009-12-23,70000000.0,219614612.0,443483213.0
Alvin and the Chipmunks: The Squeakquel,Christina Applegate,1,Fox,1971-11-25,0.0,2009-12-23,70000000.0,219614612.0,443483213.0
Alvin and the Chipmunks: The Squeakquel,Justin Long,2,Fox,1978-06-02,1.0,2009-12-23,70000000.0,219614612.0,443483213.0
Alvin and the Chipmunks: The Squeakquel,Zachary Levi,1,Fox,1980-09-29,1.0,2009-12-23,70000000.0,219614612.0,443483213.0
Amelia,Ewan McGregor,22,FoxS,1971-03-31,1.0,2009-10-23,40000000.0,14246488.0,19722990.0
Amelia,Hilary Swank,12,FoxS,1974-07-30,0.0,2009-10-23,40000000.0,14246488.0,19722990.0
Amelia,Richard Gere,28,FoxS,1949-08-31,1.0,2009-10-23,40000000.0,14246488.0,19722990.0
Amelia,Virginia Madsen,13,FoxS,1961-09-11,0.0,2009-10-23,40000000.0,14246488.0,19722990.0
America's Sweethearts,Billy Crystal,6,SonR,1948-03-14,1.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,Christopher Walken,7,SonR,1943-03-31,1.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,Emma Roberts,-,SonR,1991-02-10,0.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,John Cusack,3,SonR,1966-06-28,1.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,Julia Roberts,14,SonR,1967-10-28,0.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,Seth Green,-,SonR,1974-02-08,1.0,2001-07-20,46000000.0,93607673.0,160648493.0
America's Sweethearts,Stanley Tucci,7,SonR,1960-11-11,1.0,2001-07-20,46000000.0,93607673.0,160648493.0
American Beauty,Annette Bening,1,DW,1958-05-29,0.0,1999-09-15,15000000.0,130058047.0,356258047.0
American Beauty,Chris Cooper,1,DW,1951-07-09,1.0,1999-09-15,15000000.0,130058047.0,356258047.0
American Beauty,Kevin Spacey,2,DW,1959-07-26,1.0,1999-09-15,15000000.0,130058047.0,356258047.0
American Desi,Kal Penn,11,Eros,1977-04-23,1.0,2001-03-16,250000.0,902835.0,1366235.0
American Dreamz,Dennis Quaid,47,Uni.,1954-04-09,1.0,2006-04-21,17000000.0,7156725.0,16353669.0
American Dreamz,Hugh Grant,21,Uni.,1960-09-09,1.0,2006-04-21,17000000.0,7156725.0,16353669.0
American Dreamz,Jennifer Coolidge,10,Uni.,1961-08-28,0.0,2006-04-21,17000000.0,7156725.0,16353669.0
American Dreamz,Mandy Moore,9,Uni.,1984-04-10,0.0,2006-04-21,17000000.0,7156725.0,16353669.0
American Dreamz,Willem Dafoe,32,Uni.,1955-07-22,1.0,2006-04-21,17000000.0,7156725.0,16353669.0
American Gangster,Chiwetel Ejiofor,3,Uni.,1977-07-10,1.0,2007-11-02,100000000.0,130164645.0,267985456.0
American Gangster,Denzel Washington,4,Uni.,1954-12-28,1.0,2007-11-02,100000000.0,130164645.0,267985456.0
American Gangster,Idris Elba,5,Uni.,1972-09-06,1.0,2007-11-02,100000000.0,130164645.0,267985456.0
American Gangster,Josh Brolin,4,Uni.,1968-02-12,1.0,2007-11-02,100000000.0,130164645.0,267985456.0
American Gangster,Russell Crowe,4,Uni.,1964-04-07,1.0,2007-11-02,100000000.0,130164645.0,267985456.0
American Graffiti,Harrison Ford,-,Uni.,1942-07-13,1.0,1973-08-11,777000.0,115000000.0,140000000.0
American Graffiti,Ron Howard,1,Uni.,1954-03-01,1.0,1973-08-11,777000.0,115000000.0,140000000.0
American History X,Edward Norton,19,NL,1969-08-18,1.0,1998-10-30,10000000.0,6712241.0,6712241.0
American Hustle,Amy Adams,6,Sony,1974-08-20,0.0,2013-12-13,40000000.0,150117807.0,257878294.0
American Hustle,Bradley Cooper,6,Sony,1975-01-05,1.0,2013-12-13,40000000.0,150117807.0,257878294.0
American Hustle,Christian Bale,4,Sony,1974-01-30,1.0,2013-12-13,40000000.0,150117807.0,257878294.0
American Hustle,Jennifer Lawrence,6,Sony,1990-08-15,0.0,2013-12-13,40000000.0,150117807.0,257878294.0
American Hustle,Jeremy Renner,6,Sony,1971-01-07,1.0,2013-12-13,40000000.0,150117807.0,257878294.0
American Outlaws,Ali Larter,12,WB,1976-02-28,0.0,2001-08-17,35000000.0,13264986.0,13264986.0
